Tên Công Ty,Địa Chỉ,Thành Phố,Số Điện Thoại,Ngành,Google Maps Link,Rating Google Maps,Số Lượt Đánh Giá,Ghi Chú
KCAB INTERNATIONAL,"Tháp A, tòa nhà Charmvit, Tầng 20, số 117 đường Trần Duy Hưng, Phường Trung Hoà, Quận Cầu Giấy, Thành phố Hà Nội, Việt Nam",HA NOI,+84988687564,"대표사무소, 지사",https://www.google.com/maps/search/KCAB+INTERNATIONAL+HA+NOI+Vietnam,4.5,,
"K-Certi VINA Co.,Ltd","Room 12, 39th Floor, G tower - C2 Building D'Capitale, 119 Tran Duy Hung Street, Trung Hoa Ward, Cau Giay District, Ha Noi City, Viet Nam",HA NOI,+842471069001,"교육, 매체, 인쇄, 광고","https://www.google.com/maps/search/K-Certi+VINA+Co.,Ltd+HA+NOI+Vietnam",4.4,,
KCI VINA,"Lot No. CN06-8, Binh Xuyen ll I.P, VINH PHUC",VINH PHUC,+842212481800,"전자, 전기 제조업",https://www.google.com/maps/search/KCI+VINA+VINH+PHUC+Vietnam,4.5,,
KCM LOGISTICS VINA,"54 Land 1, Dong Me, Me Tri, Nam Tu Liem, Hanoi",HA NOI,+847053389640,"물류, 운수, 여행업",https://www.google.com/maps/search/KCM+LOGISTICS+VINA+HA+NOI+Vietnam,4.1,,
"KCT VIETNAM CO.,LTD","Dong Van I.Z, Duy Tien, Ha Nam",HA NAM,+842263577002,제조업,"https://www.google.com/maps/search/KCT+VIETNAM+CO.,LTD+HA+NAM+Vietnam",4.5,,
"KCT VINA CO.,LTD","Hap Linh I.C, Hap Linh, Bac Ninh",BAC NINH,+842223720065,"유통, 도소매, 무역","https://www.google.com/maps/search/KCT+VINA+CO.,LTD+BAC+NINH+Vietnam",4.5,,
"KCTC VIETNAM HA NOI Co.,Ltd","Tầng 12 tòa nhà TASCO HH2-2, Phạm Hùng, Khu đô thị Mễ Trì Hạ, Từ Liêm, Hà Nội, 베트남",HA NOI,+842435551932,"물류, 운수, 여행업","https://www.google.com/maps/search/KCTC+VIETNAM+HA+NOI+Co.,Ltd+HA+NOI+Vietnam",4.4,,
KD SPORTS COMPANY LIMITED,"Road 296, Duc Thang Commune, Hiep Hoa District, Bac Giang Province",BAC GIANG,+842043865147,"섬유, 의류, 봉제 제조",https://www.google.com/maps/search/KD+SPORTS+COMPANY+LIMITED+BAC+GIANG+Vietnam,3.9,,
"KD&C CORPORATION CO., LTD","R603, IDMC My Dinh Building, No.15 Pham Hung, My Dinh 2 Ward, Nam Tu Liem Dist, Ha Noi",QUANG NINH,+84917 605 588,건설 및 건설자재,"https://www.google.com/maps/search/KD&C+CORPORATION+CO.,+LTD+QUANG+NINH+Vietnam",4.5,,
KDEVINA COMPANY LIMITED,"lot L7.3A KCN Do Son, Ngoc Xuyen, Do Son, Hai Phong",HAI PHONG,+849696549440,"숙박, 요식, 급식",https://www.google.com/maps/search/KDEVINA+COMPANY+LIMITED+HAI+PHONG+Vietnam,4.1,,
"KDV CO.,LTD","Mo da Rang cua, xa Tam Nghia, Nui Thanh, Quang Nam",QUANG NAM,+842353741742,건설 및 건설자재,"https://www.google.com/maps/search/KDV+CO.,LTD+QUANG+NAM+Vietnam",,,
KEB HANA BANK HA NOI BRANCH,"14F&15F, Daeha Business Center, 360 Kim Ma, Ba Dinh, Hanoi",HA NOI,+842437713677,"금융, 보험",https://www.google.com/maps/search/KEB+HANA+BANK+HA+NOI+BRANCH+HA+NOI+Vietnam,4.7,,
"KEN LOGISTICS Co.,Ltd","11th Floor, Detech Tower II, No. 107 Nguyen Phong Sac, Dich Vong Hau Ward, Cau Giay District, Hanoi",HA NOI,+842437680066,"물류, 운수, 여행업","https://www.google.com/maps/search/KEN+LOGISTICS+Co.,Ltd+HA+NOI+Vietnam",4.7,,
KENNAMETAL VIETNAM LLC,"Lot CN1-2B-2, Hi-tech Industrial Zone 1, Hoa Lac Hi-Tech Park, Ha Bang Commune, Thach That District, Hanoi, Vietnam",HA NOI,+842433661881,제조업,https://www.google.com/maps/search/KENNAMETAL+VIETNAM+LLC+HA+NOI+Vietnam,4.6,,
KEO SAN VINA,"Thôn Quyết Tiến 1, Xã An Thắng, Huyện An Lão, Thành phố Hải Phòng, Việt Nam",HAI PHONG,+842253911004,"전자, 전기 제조업",https://www.google.com/maps/search/KEO+SAN+VINA+HAI+PHONG+Vietnam,4.5,,
"KEOSAN VINA ELECTRONICS CO.,LTD","Lot D12-D13, Dinh Tram I.P, Hoang Ninh, Viet Yen, Bac Giang",BAC GIANG,+842043661547,"전자, 전기 제조업","https://www.google.com/maps/search/KEOSAN+VINA+ELECTRONICS+CO.,LTD+BAC+GIANG+Vietnam",4.3,,
KEPCO KDN VIETNAM,"11Fl., Charmvit Tower, 117 Tran Duy Hung, Cau Giay, Ha Noi",HA NOI,+842473010682,"대표사무소, 지사",https://www.google.com/maps/search/KEPCO+KDN+VIETNAM+HA+NOI+Vietnam,4.5,,
KEPCO SOUTHEAST ASIA OFFICE,"11F, Charmvit Tower, 117 Tran Duy Hung, Cau Giay, Ha Noi.",HA NOI,+842438315103,"대표사무소, 지사",https://www.google.com/maps/search/KEPCO+SOUTHEAST+ASIA+OFFICE+HA+NOI+Vietnam,4.5,,
"KESAN VIET NAM CO.,LTD","74,30-4 Str Hoa Cuong Bac, Hai Chau, Da Nang",DA NANG,,"유통, 도소매, 무역","https://www.google.com/maps/search/KESAN+VIET+NAM+CO.,LTD+DA+NANG+Vietnam",,,
KESCO(KOREA ELECTRICAL SAFETY CORPORATION Representative Office in Hanoi),"20F, CharmVit Tower, 117 Tran duy hung, Trung Hoa, Cau Giay, Hanoi, Vietnam.",HA NOI,+842435551575,"전자, 전기 제조업",https://www.google.com/maps/search/KESCO(KOREA+ELECTRICAL+SAFETY+CORPORATION+Representative+Office+in+Hanoi)+HA+NOI+Vietnam,4.1,,
KESCO.E&G,"Số A15 Khu dự án nhà ở để bán Mỹ Đình, Phường Mỹ Đình 1, Quận Nam Từ Liêm, Thành phố Hà Nội, Việt Nam BRANCH: 528 Liên Phường Phú Hữu, Thành phố Thủ Đức, Thành phố Hồ Chí Minh, Việt Nam",HA NOI,+84902221739,기타,https://www.google.com/maps/search/KESCO.E&G+HA+NOI+Vietnam,4.5,,
KET VIETNAM(KOREA ELECTRIC TERMINAL VIETNAM),"CN5, Diem Thuy Ind. Park, Diem Thuy, Phu Binh, Thai Nguyen",THAI NGUYEN,+842083931594,제조업,https://www.google.com/maps/search/KET+VIETNAM(KOREA+ELECTRIC+TERMINAL+VIETNAM)+THAI+NGUYEN+Vietnam,3.9,,
KEXIM VLC Hanoi Representative Office,"25th Floor, Landmark72 Tower, Plot E6, Cau Giay New Urban Area, Me Tri Ward, Nam Tu Liem District, Ha Noi, Vietnam",HA NOI,+842473037779,"금융, 보험",https://www.google.com/maps/search/KEXIM+VLC+Hanoi+Representative+Office+HA+NOI+Vietnam,3.8,,
"KEYSTONE CO.,LTD","Unit 0306, W1 Building, Vinhomes West Point, Lot HH, Pham Hung, Me Tri, Nam Tu Liem, Hanoi",HA NOI,,"유통, 도소매, 무역","https://www.google.com/maps/search/KEYSTONE+CO.,LTD+HA+NOI+Vietnam",4.0,,
KFHI(Korea Food for the Hungry International),"25A, Toa nha Song Da, Pham Hung, Nam Tu Liem, Hanoi",HA NOI,+842432002362,기타,https://www.google.com/maps/search/KFHI(Korea+Food+for+the+Hungry+International)+HA+NOI+Vietnam,3.9,,
KFQ VIETNAM,"8th Floor, AP Building, 58 Tran Thai Tong, Cau Giay, Hanoi",HA NOI,+842432004982,"대표사무소, 지사",https://www.google.com/maps/search/KFQ+VIETNAM+HA+NOI+Vietnam,4.3,,
KFS VINA,"Lô đất CN 1C, khu công nghiệp Deep C 2B thuộc khu kinh tế Đình Vũ - Cát Hải , Phường Đông Hải 2, Quận Hải An, Thành phố Hải Phòng, Việt Nam",HAI PHONG,+842252299550,제조업,https://www.google.com/maps/search/KFS+VINA+HAI+PHONG+Vietnam,4.3,,
"KG VINA CO.,LTD","Lot CN01, Phuc Tri, Nam Thanh, Ninh Binh",NINH BINH,+842293883795,"섬유, 의류, 봉제 제조","https://www.google.com/maps/search/KG+VINA+CO.,LTD+NINH+BINH+Vietnam",4.1,,
KGL VIETNAM,"22nd floor, Charmvit tower, No.117 Tran Duy Hung street, Trung Hoa Ward, Cau Giay District, Hanoi city, Vietnam.",HA NOI,+842437876938,"물류, 운수, 여행업",https://www.google.com/maps/search/KGL+VIETNAM+HA+NOI+Vietnam,4.3,,
KGS 국제학교,"Số 1 Trịnh Văn Bô, Phương Canh, Quận Nam Từ Liêm, Hà Nội[",HA NOI,+842432013131,"교육, 매체, 인쇄, 광고",https://www.google.com/maps/search/KGS+국제학교+HA+NOI+Vietnam,,,
"KH E&C CO.,LTD","25nd floor,  CEO Tower, Me Tri Ward, Nam Tu Liem District, Hanoi, Vietnam",HA NOI,+842437690156,건설 및 건설자재,"https://www.google.com/maps/search/KH+E&C+CO.,LTD+HA+NOI+Vietnam",3.8,,
KH VATEC,"Lot CN3-01, Diem Thuy I.Z, Diem Thuy, Phu Binh, Thai Nguyen",THAI NGUYEN,+842223903660,제조업,https://www.google.com/maps/search/KH+VATEC+THAI+NGUYEN+Vietnam,3.8,,
"KHELTEC VINA CO., LTD","Lot CN4, KCN Diem Thuy, Diem Thuy , Phu Binh, Thai Nguyen",THAI NGUYEN,+84365390945,"전자, 전기 제조업","https://www.google.com/maps/search/KHELTEC+VINA+CO.,+LTD+THAI+NGUYEN+Vietnam",,,
KIDO HA NOI,"D Plot, Pho Noi A Industrial Park, Hung Yen Province",HUNG YEN,+842213972752,"섬유, 의류, 봉제 제조",https://www.google.com/maps/search/KIDO+HA+NOI+HUNG+YEN+Vietnam,4.1,,
"KIDO SPORTS VINA Co.,Ltd","Lot CN 06 Phu Ha I.P, Ha Thach, Phu Tho, Phu Tho",PHU THO,+842103711789,제조업,"https://www.google.com/maps/search/KIDO+SPORTS+VINA+Co.,Ltd+PHU+THO+Vietnam",4.5,,
KIM VIET HAN,"55 Bo Trach, Nguyen Cao, Ninh Xa, Bac Ninh",BAC NINH,+84834000228,"숙박, 요식, 급식",https://www.google.com/maps/search/KIM+VIET+HAN+BAC+NINH+Vietnam,4.6,,
KIM&CHANG,"Unit 16.01, 16th Floor, Deutsches Haus Building, 33 Le Duan Street, Ben Nghe Ward, District 1, Ho Chi Minh City BRANCH: Capital Place, Tower 01, Floor 16th, Room CP1.16.04, 29 Lieu Giai Street, Ngoc Khanh Ward, Ba Dinh District, Hanoi",HO CHI MINH,+842838275176,법무.회계.투자자문,https://www.google.com/maps/search/KIM&CHANG+HO+CHI+MINH+Vietnam,4.6,,
KIMC JSC,"9F, 174 Thai Ha, Dong Da, Hanoi",HA NOI,+84943738869,법무.회계.투자자문,https://www.google.com/maps/search/KIMC+JSC+HA+NOI+Vietnam,4.4,,
"KIMHANNAM CO.,LTD","P402, 17T5 building, Trung Hoa Nhan Chinh, Thanh Xuan, Hanoi",HA NOI,+842462811353,"물류, 운수, 여행업","https://www.google.com/maps/search/KIMHANNAM+CO.,LTD+HA+NOI+Vietnam",4.6,,
KIMS CLINIC & HEALTH CARE,"3F, Golden Palace, Me Tri, Nam Tu Liem, Hanoi",HA NOI,+842461281041,"병원, 의약, 위생, 의료",https://www.google.com/maps/search/KIMS+CLINIC+&+HEALTH+CARE+HA+NOI+Vietnam,4.0,,
KIMSUN VINA,"No. 2, Tay Mo, Nam Tu Liem, Hanoi",HA NOI,+842463291583,건설 및 건설자재,https://www.google.com/maps/search/KIMSUN+VINA+HA+NOI+Vietnam,4.4,,
KISHIN VIETNAM,"Lot F4, Que Vo I.Z, Nam Son, Bac Ninh",BAC NINH,+842223903012,제조업,https://www.google.com/maps/search/KISHIN+VIETNAM+BAC+NINH+Vietnam,3.9,,
KiSung Tech Co.Ltd,"Road B3, Section B, Pho Noi A - IZ, Van Lam District, Hung Yen Province, Vietnam",HUNG YEN,+842213587323,제조업,https://www.google.com/maps/search/KiSung+Tech+Co.Ltd+HUNG+YEN+Vietnam,4.5,,
KITCHEN VINA,"Chi Dong Town, Me Linh Dist, Hanoi",HA NOI,+84948861946,제조업,https://www.google.com/maps/search/KITCHEN+VINA+HA+NOI+Vietnam,4.5,,
KITECH Vietnam Office,"12AFloor, Opal Office Tower, 92 Nguyen Huu Canh, Binh Thanh, HO CHI MINH",HO CHI MINH,+842822205314,"대표사무소, 지사",https://www.google.com/maps/search/KITECH+Vietnam+Office+HO+CHI+MINH+Vietnam,3.8,,
"KJ TEC Co.,Ltd","Factory No. 9, Khac Niem I.C, Khac Niem, Bac Ninh",BAC NINH,+842226506680,"전자, 전기 제조업","https://www.google.com/maps/search/KJ+TEC+Co.,Ltd+BAC+NINH+Vietnam",,,
"KJ TECH CO.,LTD","Cty TNHH KJTECH Lô 07 CNSG KCN VÂN TRUNG 2, VÂN TRUNG, VIỆT YÊN , BAC GIANG BRANCH: Cty TNHH KJTECH Lô 07 CNSG KCN VÂN TRUNG 2, VÂN TRUNG, VIỆT YÊN , BAC GIANG",BAC GIANG,+842047771500,"전자, 전기 제조업","https://www.google.com/maps/search/KJ+TECH+CO.,LTD+BAC+GIANG+Vietnam",4.4,,
"KJTT CO.,LTD","Room3, 3F, Harec Building, 4A Lang Ha, Ba Dinh, Hanoi",HA NOI,+842438335959,"물류, 운수, 여행업","https://www.google.com/maps/search/KJTT+CO.,LTD+HA+NOI+Vietnam",4.1,,
KKGLOBAL VIETNAM JSC,"2nd Floor, A tower, Golden Palace Buildings, Me Tri, Nam Tu Liem, Hanoi",HA NOI,,"유통, 도소매, 무역",https://www.google.com/maps/search/KKGLOBAL+VIETNAM+JSC+HA+NOI+Vietnam,4.1,,
"KM ACT CO.,LTD.","Lot CN6-5,Yen Phong Idustrial Zone (Expansion Area),Dung Liet commune,Yen Phong district Bac Ninh province. Vietnam",BAC NINH,,제조업,"https://www.google.com/maps/search/KM+ACT+CO.,LTD.+BAC+NINH+Vietnam",4.4,,
KMG VINA,"KCN Quế Võ (Khu vực mở rộng), Xã Phương Liễu, Huyện Quế Võ, Tỉnh Bắc Ninh, Việt Nam",BAC NINH,+842223952277,"전자, 전기 제조업",https://www.google.com/maps/search/KMG+VINA+BAC+NINH+Vietnam,4.4,,
"KMW Viet Nam Co., Ltd.","Lot C, Dong Van I Industrial Zone, Yen Bac, Duy Tien, Ha Nam",HA NAM,+842263585590,"전자, 전기 제조업","https://www.google.com/maps/search/KMW+Viet+Nam+Co.,+Ltd.+HA+NAM+Vietnam",4.4,,
KNATECO VIETNAM,"C11-T0 4 Tt Bo Gd, Xuan La, Tay Ho, Hanoi",HA NOI,+842437327999,건설 및 건설자재,https://www.google.com/maps/search/KNATECO+VIETNAM+HA+NOI+Vietnam,4.5,,
KNI E&C,"Tang 5, thap A, toa nha Song Da, 36 Me Tri, Nam Tu Liem, Hanoi",HA NOI,+842437876351,건설 및 건설자재,https://www.google.com/maps/search/KNI+E&C+HA+NOI+Vietnam,4.8,,
"KNK VINA CO.,LTD","Que Vo I.Z, Que Vo, Bac Ninh",BAC NINH,+842223952877,"전자, 전기 제조업","https://www.google.com/maps/search/KNK+VINA+CO.,LTD+BAC+NINH+Vietnam",4.6,,
KNL ACCOUNTING & LAW,"8F, Hoang Ngoc Tower, Lot C2C, Dich Vong Hau, Cau Giay, Hanoi BRANCH: 1F&3F, 63D Vo Van Tan St., Vo Thi Sau Ward, Dist. 3, HO CHI MINH",HA NOI,+842432161403,법무.회계.투자자문,https://www.google.com/maps/search/KNL+ACCOUNTING+&+LAW+HA+NOI+Vietnam,4.8,,
"KNP Finance Service Co.,Ltd","No.K28, Lane 68 Trung Kinh Str. Yen Hoa Ward, Cau Giay Dist, Ha Noi City",HA NOI,+842422071199,"금융, 보험","https://www.google.com/maps/search/KNP+Finance+Service+Co.,Ltd+HA+NOI+Vietnam",4.1,,
"KNP PRO FINANCE CO.,LTD","No.310, Hall C, Tay Ha Tower, 19 To Huu Street, Trung Van Ward, Nam Tu Liem District, Ha Noi City, Vietnam",HA NOI,+842422071199,"금융, 보험","https://www.google.com/maps/search/KNP+PRO+FINANCE+CO.,LTD+HA+NOI+Vietnam",4.6,,
KOAS VIETNAM,"Unit 11-11F Charmvit Tower, 117 Tran Duy Hung, Cau Giay, Hanoi",HA NOI,+842432222395,"유통, 도소매, 무역",https://www.google.com/maps/search/KOAS+VIETNAM+HA+NOI+Vietnam,4.6,,
"KOBELCO COMPRESSORS VIET NAM Co.,Ltd","Lot 30-31 Auction Zone, Group 23, Bo De, Long Bien, Hanoi BRANCH: So 3 Dang Huu Pho, Quarter 2, Thao Dien, Dist.2, HO CHI MINH",HA NOI,+842439447781,"유통, 도소매, 무역","https://www.google.com/maps/search/KOBELCO+COMPRESSORS+VIET+NAM+Co.,Ltd+HA+NOI+Vietnam",4.5,,
KOGAS,"19F, East Tower, Lotte Center Hanoi, 54 Lieu Giai, Ba Dinh, Hanoi",HA NOI,+842432000400,"대표사무소, 지사",https://www.google.com/maps/search/KOGAS+HA+NOI+Vietnam,,,
KOICA VIETNAM,"18F Keangnam Hanoi Landmark 72 Tower, Pham Hung Str., Nam Liem Dist., Hanoi",HA NOI,+842438316911,"대표사무소, 지사",https://www.google.com/maps/search/KOICA+VIETNAM+HA+NOI+Vietnam,4.0,,
KOJIS VINA LIMITED COMPANY,"Hoang Lau, Hong Phong, An Duong, Hai Phong",HAI PHONG,+84963738583,"환경, 설비, 기계",https://www.google.com/maps/search/KOJIS+VINA+LIMITED+COMPANY+HAI+PHONG+Vietnam,4.7,,
"KOKWANG INDUSTRY VIETNAM Co.,Ltd","D1 road, Yen My 2 I.P, Yen My, Yen My, Hung Yen",HUNG YEN,+842216533388,제조업,"https://www.google.com/maps/search/KOKWANG+INDUSTRY+VIETNAM+Co.,Ltd+HUNG+YEN+Vietnam",3.9,,
KOLON GLOBAL Corp,"#12A03, Oriental Tower, No.324 Tay Son, Dong Da, Hanoi BRANCH: #1798, Sai Gon Trader Center, No.37, Ton Duc Thang, Ben Nghe, Dist 1, HO CHI MINH",HA NOI,+842439743348,건설 및 건설자재,https://www.google.com/maps/search/KOLON+GLOBAL+Corp+HA+NOI+Vietnam,,,
"KOMELON VINA CO., LTD","Lot CN-03, KCN Dong Van IV, Dai Cuong, Kim Bang, Ha Nam",HA NAM,+848210267761,제조업,"https://www.google.com/maps/search/KOMELON+VINA+CO.,+LTD+HA+NAM+Vietnam",4.1,,
"KOMES VINA Co.,Ltd","No 223, Ly Thai Tong, Suoi Hoa, Bac Ninh",BAC NINH,+842223908197,"환경, 설비, 기계","https://www.google.com/maps/search/KOMES+VINA+Co.,Ltd+BAC+NINH+Vietnam",4.4,,
KOMOS VINA,"Road N3, Hoa Mac I.P , Hoa Mac Ward, Duy Tien Town, Ha Nam Province, Viet Nam",HA NAM,+842263550258,제조업,https://www.google.com/maps/search/KOMOS+VINA+HA+NAM+Vietnam,4.5,,
KONA,"Binh Minh, Thanh Oai, Hanoi",HA NOI,+842433876940,"섬유, 의류, 봉제 제조",https://www.google.com/maps/search/KONA+HA+NOI+Vietnam,4.3,,
"KONA PARTNER CO.,LTD.","Số 110 Mễ Trì Hạ, Nam Từ Liêm, Hà Nội",HA NOI,+84968281196,"물류, 운수, 여행업","https://www.google.com/maps/search/KONA+PARTNER+CO.,LTD.+HA+NOI+Vietnam",,,
KONET EXPRESS,"17F, Hoa Binh Tower, 106 Hoang Quoc Viet, Cau Giay, Hanoi",HA NOI,+842437876265,"물류, 운수, 여행업",https://www.google.com/maps/search/KONET+EXPRESS+HA+NOI+Vietnam,4.5,,
KONICA MINOLTA BUSINESS SOLUTIONS VIETNAM COMPANY LIMITED HA NOI BRANCH,"5 Nguyễn Ngọc Vũ, Trung Hoà, Cầu Giấy",HA NOI,+842437767023,기타,https://www.google.com/maps/search/KONICA+MINOLTA+BUSINESS+SOLUTIONS+VIETNAM+COMPANY+LIMITED+HA+NOI+BRANCH+HA+NOI+Vietnam,4.5,,
KOPAC JSC,"Đường C2, Khu C, KCN Phố Nối A, Xã Lạc Hồng, Văn Lâm, Hưng Yên",HUNG YEN,+842213757675,제조업,https://www.google.com/maps/search/KOPAC+JSC+HUNG+YEN+Vietnam,4.2,,
KOPIA VIETNAM,"Viện khoa học nông nghiệp Việt Nam, Vĩnh Quỳnh, Thanh Trì, Hanoi, Vietnam",HA NOI,+842436876230,"대표사무소, 지사",https://www.google.com/maps/search/KOPIA+VIETNAM+HA+NOI+Vietnam,4.2,,
KORCHINA LOGISTICS,"3th floor, Simco Building, 28 Pham Hung, My Dinh 1, Nam Tu Liem, Hanoi",HA NOI,+842437759552,"물류, 운수, 여행업",https://www.google.com/maps/search/KORCHINA+LOGISTICS+HA+NOI+Vietnam,3.9,,
"KORCHINA TNC VIETNAM CO.,LTD","13Floor Charmvit Tower , 117 Tran duy hung St. Cau giay district , Hanoi",HA NOI,+842433225200,법무.회계.투자자문,"https://www.google.com/maps/search/KORCHINA+TNC+VIETNAM+CO.,LTD+HA+NOI+Vietnam",4.2,,
"KOREA - VIETNAM LINKS TRADE CO.,LTD","So nha BT6, Lo E9, Vimeco Pham Hung, Nam Tu Liem, Hanoi",HA NOI,+842462691552,기타,"https://www.google.com/maps/search/KOREA+-+VIETNAM+LINKS+TRADE+CO.,LTD+HA+NOI+Vietnam",4.6,,
KOREA APPAREL TESTING AND RESEARCH,"A315, Manor tower, Me Tri, Tu Liem, Hanoi",HA NOI,+842437940723,"대표사무소, 지사",https://www.google.com/maps/search/KOREA+APPAREL+TESTING+AND+RESEARCH+HA+NOI+Vietnam,4.1,,
KOREA BBQ GOGUBNAM RESTAURANT,"98 Duong Dinh Nghe, An Hai Bac, Son Tra, Da Nang",DA NANG,+842363918992,"숙박, 요식, 급식",https://www.google.com/maps/search/KOREA+BBQ+GOGUBNAM+RESTAURANT+DA+NANG+Vietnam,4.2,,
KOREA CIRCUIT VINA,"Lô CN06, Kcn bình xuyên II, TT bá hiến, huyện bình xuyên, tỉnh vĩnh phúc, việt nam",VINH PHUC,+84984668369,"전자, 전기 제조업",https://www.google.com/maps/search/KOREA+CIRCUIT+VINA+VINH+PHUC+Vietnam,4.2,,
KOREA CONSTRUCTION,"7th floor AC Tower 78 Day Tan, Cau Giay Hanoi",HA NOI,+842462781392,건설 및 건설자재,https://www.google.com/maps/search/KOREA+CONSTRUCTION+HA+NOI+Vietnam,4.3,,
Korea Development Bank,"#02, CEO SUITE, 29F East Tower, Hanoi Lotte Center, 54 Lieu Giai, Cong Vi, Ba Dinh, Ha Noi",HA NOI,+842862917871,"금융, 보험",https://www.google.com/maps/search/Korea+Development+Bank+HA+NOI+Vietnam,4.1,,
"KOREA HEAT TREATMENT CO.,LTD","Lot 5, Tan Hong-Hoan Son I.Z, Tan Hong, Tu Son, Bac Ninh",BAC NINH,+842223600229,제조업,"https://www.google.com/maps/search/KOREA+HEAT+TREATMENT+CO.,LTD+BAC+NINH+Vietnam",4.2,,
"KOREA INVESTMENT & DEVELOPMENT CO.,LTD","Toa nha Blooming, Thuan Phuoc, Hai Chau, Da Nang",DA NANG,+842363223555,부동산개발.임대,"https://www.google.com/maps/search/KOREA+INVESTMENT+&+DEVELOPMENT+CO.,LTD+DA+NANG+Vietnam",4.7,,
KOREA METROLOGY SYSTEM VINA COMPANY LIMITED,"No 223 Ly Thai To, Suoi Hoa, Bac Ninh",BAC NINH,+842223908197,"환경, 설비, 기계",https://www.google.com/maps/search/KOREA+METROLOGY+SYSTEM+VINA+COMPANY+LIMITED+BAC+NINH+Vietnam,4.5,,
KOREA NONG HYUP RED GINSENG,"3rd floor, 7-storey building, No.92 Me Tri Ha, Me Tri, Nam Tu Liem, Hanoi",HA NOI,+842432004290,"유통, 도소매, 무역",https://www.google.com/maps/search/KOREA+NONG+HYUP+RED+GINSENG+HA+NOI+Vietnam,4.4,,
"KOREA PLASTIC MART CO.,LTD","4th floor Truong An office buildings, 136 Hoang Nhu Tiep, Bo De ward, Long Bien dist, Hanoi",HA NOI,+842463286460,"환경, 설비, 기계","https://www.google.com/maps/search/KOREA+PLASTIC+MART+CO.,LTD+HA+NOI+Vietnam",4.4,,
KOREA REFORM CULTURE FOUNDATION,서울시 서대문구 충정로9길 20,KOREA,+84366024845,"대표사무소, 지사",https://www.google.com/maps/search/KOREA+REFORM+CULTURE+FOUNDATION+KOREA+Vietnam,4.5,,
"KOREA RENTAL VINA Co.,Ltd","10th floor, Nam Cuong Office Bld., Km 4 To Huu, La Khe, Ha Dong, Hanoi BRANCH: 2nd floor, Central Park Building, 208 Nguyen Trai, Pham Ngu Lao, Dist 1, HO CHI MINH",HA NOI,+842432010311,"유통, 도소매, 무역","https://www.google.com/maps/search/KOREA+RENTAL+VINA+Co.,Ltd+HA+NOI+Vietnam",4.5,,
"KOREA TECH ENGINEERING CO.,LTED","2F, Kailash B/D Lot21, Alley 72, Tran Thai Tong, Dich Vong Hau, Cau Giay, Hanoi",HA NOI,,건설 및 건설자재,"https://www.google.com/maps/search/KOREA+TECH+ENGINEERING+CO.,LTED+HA+NOI+Vietnam",4.7,,
KOREA TESTING CERTIFICATION(KTC),"18A 13F Chamvit tower, 117 Tran Duy Hung, Cau Giay, Hanoi, Vietnam",HA NOI,+842432013672,"대표사무소, 지사",https://www.google.com/maps/search/KOREA+TESTING+CERTIFICATION(KTC)+HA+NOI+Vietnam,4.3,,
KOREA TOTAL LOGISTICS VIETNAM,"Room 1008, 10th Floor, Charmvit Tower, 117, Tran Duy Hung, Trung Hoa, Cau Giay, Hanoi",HA NOI,+842432222602,"물류, 운수, 여행업",https://www.google.com/maps/search/KOREA+TOTAL+LOGISTICS+VIETNAM+HA+NOI+Vietnam,3.9,,
KOREA TOURISM ORGANIZATION VIETNAM,"Unit 1302, 13th Floor, Charmvit Tower, 117 Tran Duy Hung, Cau Giay, Hanoi",HA NOI,+842435564040,"대표사무소, 지사",https://www.google.com/maps/search/KOREA+TOURISM+ORGANIZATION+VIETNAM+HA+NOI+Vietnam,4.6,,
"Koreagift vietnam CO.,LTD","15F, Toa Nha Song da , Pham Hung, Nam Tu Liem, Hanoi",HA NOI,+84766249754,"유통, 도소매, 무역","https://www.google.com/maps/search/Koreagift+vietnam+CO.,LTD+HA+NOI+Vietnam",3.9,,
KOREAN AIR HA NOI OFFICE,"14F, A Tower, Discovery Complex, 302 Cau Giay, Dich Vong, Cau Giay, Hanoi",HA NOI,+842439347247,"물류, 운수, 여행업",https://www.google.com/maps/search/KOREAN+AIR+HA+NOI+OFFICE+HA+NOI+Vietnam,4.2,,
KOREAN AIR VIETNAM,"9th Floor, Diamond Plaza Bld, 34 Le Duan, Dist 1, HO CHI MINH",HO CHI MINH,+842838242878,"물류, 운수, 여행업",https://www.google.com/maps/search/KOREAN+AIR+VIETNAM+HO+CHI+MINH+Vietnam,4.6,,
KOREAN CULTURAL CENTER,"49 Nguyen Du Street, Hai Ba Trung District, Hanoi",HA NOI,+842439445980,"대표사무소, 지사",https://www.google.com/maps/search/KOREAN+CULTURAL+CENTER+HA+NOI+Vietnam,4.1,,
KOREAN TECHNOLOGY COMMERCIALIZATION ASSOCIATION,"R1201, 12F, Dau Khi Tower, Quang Trung, Vinh, Nghe An",NGHE AN,+842388988383,"대표사무소, 지사",https://www.google.com/maps/search/KOREAN+TECHNOLOGY+COMMERCIALIZATION+ASSOCIATION+NGHE+AN+Vietnam,4.2,,
KORTEK,"Lot CN-02, Dong Van IV Industrial Zone, Dai Cuong commune, Kim Bang district, Ha Nam",HA NAM,+842262225000,제조업,https://www.google.com/maps/search/KORTEK+HA+NAM+Vietnam,4.5,,
